Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Цвет,Расходный материал
https://cdn.entero.ru/mp@2x/cc/6d/cc6ddc5161742c4ce079e3335bb5ad81.jpg;https://cdn.entero.ru/mp@2x/bb/83/bb83f80f3b8ee0f785c2833d1a75a103.jpg;https://cdn.entero.ru/mp@2x/e6/1a/e61a8d3ef84e4821b1aac7ac78ca8e53.jpg,"Диспенсер для бумажных полотенец BINELE zType DT01PW, белый","Диспенсер для бумажных полотенец BINELE zType DT01PW, белый",3589,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/207491,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/207491""><b class=""b"">BINELE zType DT01PW </b></a>предназначен для размещения и подачи бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена замком для защиты от несанкционированного доступа и окном для удобного просмотра за наличием бумажных полотенец. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тип полотенец: Z-сложение</li>
<li>Современный эргономичный дизайн</li>
<li>Подходит для общественных мест со средним и большим потоком людей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 400 листов</li>
</ul>",207491,268 мм,112 мм,356 мм,,,,0,,4324,0.6 кг,Россия,Россия,,,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/8c/64/8c641d008c689b837ce2296ce597f461.jpg;https://cdn.entero.ru/mp@2x/ff/2c/ff2cd585ae3c4840725760f2f77735fc.jpg;https://cdn.entero.ru/mp@2x/0e/08/0e08722bfe720b5757e15a2a32206bcb.jpg;https://cdn.entero.ru/mp@2x/6a/66/6a662a66eb940337a007e7c7ec6ee188.jpg;https://cdn.entero.ru/mp@2x/dd/07/dd07bb6703f6097d410ded85789c6944.jpg,"Диспенсер для бумажных полотенец Merida HARMONY AHB101, V-сложение",AHB101,4713,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/171300,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/171300""><b class=""b"">Merida HARMONY AHB101</b></a> предназначен для гигиеничного размещения и дозированной подачи отдельных листов бумажных полотенец V-сложения в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель запирается на ключ. Корпус изготовлен из ударопрочного АБС-пластика.</p>

<p>Минимальный заказ: 2 ед.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Дозирующее отверстие специальной формы для точного и экономного полистового расхода</li>
<li>Контроль наличия полотенец через полупрозрачную крышку</li>
<li>Современный лаконичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: до 500 шт.</li>
</ul>",171300,324 мм,160 мм,348 мм,1.7 кг,1,335x165x365 мм,0,https://entero.ru/manuals/197162/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf;https://entero.ru/manuals/197163/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,6369,1.65 кг,,Китай,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/e6/83/e683d38ba2ff908be90af2f6d674a3f6.jpg;https://cdn.entero.ru/mp@2x/43/d0/43d017660feae155143a5fe9ad89cac4.jpg;https://cdn.entero.ru/mp@2x/6c/b0/6cb0a6067c05f6a509546f0155898733.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius 6945 листовой,"6945 для сложенных бумажных полотенец, белый",10071,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/174853,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/174853""><b class=""b"">Kimerly-Clark Aquarius 6945 </b></a>предназначен для размещения и подачи листовых бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p>Диспенсер подходит для использования со сложенными листовыми полотенцами <a href=""http://entero.ru/item/175063"">6617</a>, <a href=""http://entero.ru/item/174922"">6689</a>, <a href=""http://entero.ru/item/174981"">6633</a>, <a href=""https://entero.ru/item/174991"">6789</a>, 6669, 6682, 6778, <a href=""http://entero.ru/item/174995"">6710</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система подачи бумаги строго по одному листу</li>
<li>Эффективная подача без замятия бумаги</li>
<li>Запатентованное устройство защиты от переполнения</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Полностью закрытая система для обеспечения высокого стандарта гигиены</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка: 2 пачки</li>
<li>Габариты в упаковке: 412х146х280 мм</li>
</ul>",174853,265 мм,136 мм,399 мм,,,,0,,,1.13 кг,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/a4/38/a4389ba5fed570a1fa86476e76f89394.jpg;https://cdn.entero.ru/mp@2x/9c/40/9c404ec283a1887238580ed3a12db4a5.jpg;https://cdn.entero.ru/mp@2x/ca/d7/cad7145e6e6a122ada1d4c5305938310.jpg;https://cdn.entero.ru/mp@2x/d0/cb/d0cb51c633a8de075d2bfdf4a66c4d55.jpg;https://cdn.entero.ru/mp@2x/ca/08/ca08bf959e3199aaad7b34dee4faadca.jpg,Диспенсер для туалетной бумаги Merida STELLA R MINI BSM203.R матовый,BSM203.R,12409,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313739,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313739""><b class=""b"">Merida STELLA R MINI BSM203.R </b></a>предназначен для размещения и подачи туалетной бумаги в листах в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком и окошком индикации наличия бумаги. Корпус изготовлен из матовой нержавеющей стали (сатина). </p>

<p><b>Особенности:</b></p>

<ul>
<li>Скрытые петли</li>
<li>Матовая поверхность </li>
<li>Механический способ подачи</li>
<li>Контроль наличия бумаги через окошко</li>
<li>Зашлифованные сварные соединения боковых стенок</li>
<li>Эстетичный внешний вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рулона: 210 мм</li>
<li>Диаметр втулки: от 55 мм </li>
<li>Толщина стали: 1 мм</li>
</ul>",313739,225 мм,107 мм,270 мм,1.95 кг,1,265x120x270 мм,0,,,1.15 кг,,Польша,,нерж. сталь,металл,туалетная бумага
https://cdn.entero.ru/mp@2x/ca/ed/caedc080bac905ae79e90028064b1c63.jpg,Диспенсер бумажных полотенец Kimberly-Clark Aquarius 7375 рулонный,"7375 для рулонных бумажных полотенец, белый",12978,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/175770,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/175770""><b class=""b"">Kimerly-Clark Aquarius 7375 </b></a>предназначен для размещения и подачи рулонных бумажных полотенец в общественных санитарных узлах офисов, предприятий общепита, медицинских учреждений и других мест большой проходимости. Модель оснащена блокировочной кнопкой или ключом, скрытым замком и окошком для контроля над наличием расходного материала. Корпус выполнен из ударопрочного ABS пластика белого цвета.</p>

<p>Диспенсер подходит для использования с рулонными бумажными полотенцами <a href=""http://entero.ru/item/175774"">6691</a>, 6626, <a href=""http://entero.ru/item/175790"">6780</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокий стандарт гигиены</li>
<li>Улучшенная подача полотенец с отсутствием трения и меньшим тянущим усилием</li>
<li>Специальная технология полного использования рулона</li>
<li>Простая заправка расходного материала и удобное обслуживание</li>
<li>Гладкая глянцевая поверхность и герметичная конструкция</li>
<li>Предотвращение попадания грязи в соединительные швы, дверцы и замочные скважины</li>
<li>Простота ухода и очистки</li>
<li>Обтекаемый дизайн</li>
<li>Сертификат качества ISO9001 и ISO14001</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина подачи листа: 250 мм</li>
<li>Вместительность рулона: до 350 м</li>
<li>Подача листов: до 1400 листов</li>
</ul>",175770,297 мм,248 мм,374 мм,,,,0,,13661,3.49 кг,США,США,,пластик,белый,бумажные полотенца
https://cdn.entero.ru/mp@2x/0e/76/0e767cb88f9f1bb67c7bfd8f9ad3b6a1.jpg,"Диспенсер для бумажных полотенец Merida STELLA R (Anti Finger) ASA101.R, V-сложение, нерж.сталь",ASA101.R,15816,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313895,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313895""><b class=""b"">Merida STELLA R MAXI ASA101.R </b></a>предназначен для гигиеничного размещения и дозированной подачи отдельных листов бумажных полотенец V-сложения в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком и окошком индикации наличия полотенец. Корпус изготовлен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Anti Finger поверхность предотвращает появление отпечатков пальцев и делает их менее заметными</li>
<li>Настенный монтаж</li>
<li>Механическая подача</li>
<li>Скрытые петли, замок заподлицо с поверхностью и зашлифованные сварные соединения боковых стенок для безупречной эстетики внешнего вида</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость пачек: 2 шт. (до 500 шт. листовых полотенец)</li>
<li>Толщина стали: 1 мм</li>
</ul>",313895,260 мм,120 мм,266 мм,2.4 кг,1,320x315x135 мм,0,,16826,,,Россия,,нерж. сталь,металл,бумажные полотенца
https://cdn.entero.ru/mp@2x/c9/c4/c9c4a8a6500d56ad401d748a3e2d005f.jpg,Диспенсер туалетной бумаги Merida STELLA R MINI BSA203.R (нерж. сталь) матовая сталь Anti Finger,BSA203.R,15816,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354926,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354926""><b class=""b"">Merida STELLA R MINI BSA203.R</b></a> предназначен для размещения и дозированной подачи рулонной туалетной бумаги в общественных санитарных узлах гостиниц, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемой на ключ откидной крышкой. Вертикально ориентированный корпус прямоугольного сечения изготовлен из нержавеющей стали с обработанной против отпечатков пальцев матовой поверхностью Anti Finger, упаковка – из гофрокартона. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Барабанный замок</li>
<li>Антивандальная конструкция</li>
<li>Настенный монтаж</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Минимальный диаметр втулки: 55 мм</li>
<li>Максимальный диаметр рулона: 210 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354926,225 мм,107 мм,270 мм,2.5 кг,1,320x130x280 мм,0,https://entero.ru/manuals/449942/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20MINI%20BSA203.R.jpg,,1.95 кг,,,,нерж. сталь,нержавеющая сталь,туалетная бумага
https://cdn.entero.ru/mp@2x/f3/6b/f36bb74b6db8f20d6417c13a452cfa6d.jpg,Диспенсер для туалетной бумаги Merida STELLA R MINI BSP203.R полированный,BSP203.R,25483,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313764,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313764""><b class=""b"">Merida STELLA R MINI BSP203.R </b></a>предназначен для размещения и подачи туалетной бумаги в рулонах в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком и окошком индикации наличия бумаги. Корпус изготовлен из полированной нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Скрытые петли, замок заподлицо с поверхностью и зашлифованные сварные соединения боковых стенок для безупречной эстетики внешнего вида</li>
<li>Контроль наличия бумаги через окошко</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рулона: 210 мм</li>
<li>Толщина стали: 1 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",313764,225 мм,107 мм,270 мм,1.95 кг,1,280x120x335 мм,0,,26545,1.15 кг,,Россия,,нерж. сталь,металл,туалетная бумага
https://cdn.entero.ru/mp@2x/3c/9c/3c9c1c2965ec9d6ef835e98f13db4ef1.jpg,"Диспенсер для бумажных полотенец Merida STELLA R MAXI CSC302.R V-сложение, черный",CSC302.R,45468,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/313897,"<p>Диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313897""><b class=""b"">Merida STELLA R MAXI CSC302.R </b></a>предназначен для гигиеничного размещения и дозированной подачи отдельных листов бумажных полотенец V-сложения в общественных санитарных узлах гостиниц, предприятий общепита, медицинских учреждений и других мест массового пребывания. Модель оснащена запираемым на ключ барабанным замком и окошком индикации наличия полотенец. Корпус изготовлен из матовой нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность регулировки длины выдаваемых полотенец</li>
<li>Настенный монтаж</li>
<li>Автоматическая подача</li>
<li>Скрытые петли, замок заподлицо с поверхностью и зашлифованные сварные соединения боковых стенок для безупречной эстетики внешнего вида</li>
<li>Черное порошковое покрытие</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рулона: 190 мм</li>
<li>Толщина стали: 1 мм</li>
</ul>",313897,307 мм,205 мм,375 мм,5.6 кг,1,340x220x410 мм,0,,,5.6 кг,,Россия,,нерж. сталь,черный,бумажные полотенца
https://cdn.entero.ru/mp@2x/d2/fa/d2fa88c499618a83ea020b9598124b8e.jpg,Диспенсер бумажных полотенец в рулонах автоматик Merida STELLA R MAXI WHITE CSB302.R (нерж. сталь) белый,CSB302.R,45468,RUB,Да,,Профоборудование,Оборудование для общественных санузлов,Диспенсеры,https://entero.ru/item/354934,"<p>Автоматический диспенсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354934""><b class=""b"">Merida STELLA R MAXI WHITE CSB302.R</b></a> предназначен для гигиеничного размещения и дозированной подачи рулонных бумажных полотенец в санитарных узлах гостиниц, торговых центров, предприятий общественного питания, медицинских учреждений и других мест массового пребывания. Модель оснащена встроенным ножом и запираемой на ключ крышкой. Корпус прямоугольного сечения изготовлен из нержавеющей стали с матовым покрытием порошковой краской белого цвета, упаковка – из гофрокартона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Окошко для визуального контроля наличия бумаги</li>
<li>Барабанный замок</li>
<li>Антивандальная конструкция</li>
<li>Настенный монтаж</li>
<li>Расходный материал: полотенца в рулоне автоматик</li>
<li>Эргономичный дизайн в стиле минимализм</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный диаметр рулона: 190 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",354934,307 мм,205 мм,375 мм,,,,0,https://entero.ru/manuals/449948/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Merida%20STELLA%20R%20MAXI%20CSB302.R.jpg,,5.6 кг,,Россия,,нерж. сталь,белый,бумажные полотенца
